7.4805,0,2.4935,387.74,2.0779,0.41558,78.545,12.052,0,1.6623,0.41558,0,7.0649,25.766,71.065,0.83117,0,0,1.2468,0.41558,14.13,105.14,0,0.83117,3.7403,18.286,2.4935,2.0779,4.1558,11.221,0.83117,8.3117,24.104
8.7273,0,6.2338,221.51,3.7403,0.83117,43.636,49.039,1.2468,2.9091,0,1.2468,12.468,23.273,111.38,1.6623,0,0,1.6623,0,20.779,159.17,0,0.83117,9.974,49.87,7.4805,4.1558,10.805,19.948,7.0649,27.844,17.455
0,0,0,1017.7,0.14286,5,161.43,0.28571,0,0,4.8571,0,0,209,13.857,0.14286,0,0,0,0,0,257.86,0,0,0,10.286,23.429,0,48.857,7.1429,190.43,0.28571,4.5714
0,0,0,568.89,1.7778,9.3333,43.556,0.44444,0,0.44444,0,0,0,115.11,3.5556,1.7778,0,0,0,0,0,176,0,0.44444,0.44444,3.1111,8.8889,0.44444,23.556,11.111,85.333,4.4444,3.5556
2.4,0,7.5368,27.958,0,0.084211,1.6421,0.084211,1.0105,0,0.67368,0,2.7368,31.874,1.2632,0,0,2.6105,0,0,0.46316,75.032,0.084211,0,10.232,31.032,2.0632,0.37895,2.4,9.1368,2.3158,3.2842,9.7684
60.632,0,1136,4057.7,0,128,2449.3,0,0,0.42105,0,0,8,1478.3,936.42,0,0,0,0,0,98.526,1879.6,0,0,20.211,34.526,0.84211,0,33.684,155.79,87.579,128,107.79
7.3143,0,841.14,3217.4,0,7.3143,407.77,7.3143,0,3.6571,0,0,0.91429,706.74,417.83,0,0,0,0,0,122.51,2372.6,14.629,14.629,94.171,166.4,46.629,0,14.629,101.49,200.23,15.543,31.086
1.1034,0,129.66,100.41,0,0,32.552,0,0,2.7586,0,1.1034,1.6552,401.1,25.379,0,0,0,0,0,80.552,573.79,1.1034,0,9.931,60.138,104.83,0,1.1034,30.345,68.966,9.931,52.414
1.8286,0,307.2,69.486,0,1.8286,41.6,0,0,1.8286,0,0,1.3714,431.54,4.5714,0,0,0,0,0,47.086,826.97,0,0,2.7429,35.657,40.686,0,3.6571,56.229,15.086,68.571,76.8
0.69565,0,350.61,61.217,0,0,32.348,0,0.34783,0,0,0,8.6957,91.826,0,0,0,0,0,0,18.783,292.52,0,0,0,3.1304,52.174,0.69565,1.7391,30.609,0.69565,5.2174,4.1739
